date,description,category,amount,type,type_clean,month,year,bucket,day,dayofweek,is_weekend,amount_log,is_expense
2022-07-25,Cell city not not the.,Utilities,183.72,Expense,expense,2022-07,2022,kebutuhan_pokok,25,0,0,5.21884116504624,1
2022-07-27,Voice american seven discussion.,Shopping,215.55,Expense,expense,2022-07,2022,kebutuhan_sekunder,27,2,0,5.3778214676606355,1
2022-07-27,Doctor protect military social.,Investment,3157.0,Income,income,2022-07,2022,tabungan,27,2,0,8.057694194815587,0
2022-07-27,Truth thing always possible.,Food & Drink,590.78,Expense,expense,2022-07,2022,kebutuhan_pokok,27,2,0,6.383134944193957,1
2022-07-27,Plant event score official now.,Rent,1452.44,Expense,expense,2022-07,2022,kebutuhan_pokok,27,2,0,7.281688439477139,1
2022-07-28,Half president structure might.,Entertainment,1148.2,Expense,expense,2022-07,2022,kebutuhan_sekunder,28,3,0,7.0468213271051345,1
2022-07-28,Might good test.,Other,1888.0,Income,income,2022-07,2022,lainnya,28,3,0,7.543802867501509,0
2022-07-29,Thought according think key.,Other,2698.0,Income,income,2022-07,2022,lainnya,29,4,0,7.900636613018005,0
2022-07-30,Method exactly.,Rent,342.74,Expense,expense,2022-07,2022,kebutuhan_pokok,30,5,1,5.839885557648541,1
2022-07-31,Church own stage.,Travel,973.62,Expense,expense,2022-07,2022,kebutuhan_sekunder,31,6,1,6.882047651438331,1
2022-08-02,Specific result loss long.,Other,2520.0,Income,income,2022-08,2022,lainnya,2,1,0,7.83241092718792,0
2022-08-02,Claim street against amount of.,Salary,1191.67,Expense,expense,2022-08,2022,income,2,1,0,7.083949770254112,1
2022-08-03,Picture always occur.,Investment,1609.0,Income,income,2022-08,2022,tabungan,3,2,0,7.383989457978509,0
2022-08-04,Election conference when.,Shopping,671.11,Expense,expense,2022-08,2022,kebutuhan_sekunder,4,3,0,6.510422017603516,1
2022-08-06,These road.,Health & Fitness,886.04,Expense,expense,2022-08,2022,lainnya,6,5,1,6.787890077121429,1
2022-08-07,Describe paper.,Utilities,607.87,Expense,expense,2022-08,2022,kebutuhan_pokok,7,6,1,6.411604780226843,1
2022-08-12,Color store over some.,Entertainment,963.23,Expense,expense,2022-08,2022,kebutuhan_sekunder,12,4,0,6.8713298553642845,1
2022-08-13,Process enough right garden law.,Other,3114.0,Income,income,2022-08,2022,lainnya,13,5,1,8.043984431221553,0
2022-08-15,Her car admit.,Salary,1935.85,Expense,expense,2022-08,2022,income,15,0,0,7.568818221069231,1
2022-08-15,Range step painting concern.,Health & Fitness,758.35,Expense,expense,2022-08,2022,lainnya,15,0,0,6.632462804176279,1
2022-08-16,Me brother lot candidate owner.,Shopping,736.38,Expense,expense,2022-08,2022,kebutuhan_sekunder,16,1,0,6.603103363110557,1
2022-08-16,Miss have analysis morning.,Entertainment,1188.53,Expense,expense,2022-08,2022,kebutuhan_sekunder,16,1,0,7.081313550105935,1
2022-08-17,Smile high open scientist.,Food & Drink,1906.48,Expense,expense,2022-08,2022,kebutuhan_pokok,17,2,0,7.553538278175728,1
2022-08-18,International effort.,Entertainment,882.53,Expense,expense,2022-08,2022,kebutuhan_sekunder,18,3,0,6.783925247040649,1
2022-08-19,Exist theory.,Rent,1639.74,Expense,expense,2022-08,2022,kebutuhan_pokok,19,4,0,7.402902638561527,1
2022-08-21,Country remember smile.,Shopping,1349.23,Expense,expense,2022-08,2022,kebutuhan_sekunder,21,6,1,7.208030227291462,1
2022-08-21,Brother according pressure reach firm.,Other,2482.0,Income,income,2022-08,2022,lainnya,21,6,1,7.817222785508166,0
2022-08-22,Choice prepare.,Utilities,1433.32,Expense,expense,2022-08,2022,kebutuhan_pokok,22,0,0,7.268446148287172,1
2022-08-22,Talk interest hand.,Rent,903.64,Expense,expense,2022-08,2022,kebutuhan_pokok,22,0,0,6.807537074505226,1
2022-08-23,Sense including six lot.,Shopping,1073.39,Expense,expense,2022-08,2022,kebutuhan_sekunder,23,1,0,6.979508337645236,1
2022-08-24,Never effect fill general relationship.,Shopping,1091.85,Expense,expense,2022-08,2022,kebutuhan_sekunder,24,2,0,6.9965442417961965,1
2022-08-26,Security land record.,Health & Fitness,1406.25,Expense,expense,2022-08,2022,lainnya,26,4,0,7.249392724344136,1
2022-08-26,Democrat hundred.,Rent,227.65,Expense,expense,2022-08,2022,kebutuhan_pokok,26,4,0,5.432192450104064,1
2022-08-28,Pass range appear home player.,Health & Fitness,341.01,Expense,expense,2022-08,2022,lainnya,28,6,1,5.834839976401214,1
2022-08-29,Likely outside because.,Shopping,1933.95,Expense,expense,2022-08,2022,kebutuhan_sekunder,29,0,0,7.5678367653367475,1
2022-08-30,He participant right.,Shopping,220.83,Expense,expense,2022-08,2022,kebutuhan_sekunder,30,1,0,5.401911322758143,1
2022-08-31,Prevent expert white arm similar.,Investment,4683.0,Income,income,2022-08,2022,tabungan,31,2,0,8.451907724717607,0
2022-08-31,Keep cut prevent sound.,Entertainment,897.1,Expense,expense,2022-08,2022,kebutuhan_sekunder,31,2,0,6.800281420676904,1
2022-09-01,Almost outside middle.,Utilities,696.49,Expense,expense,2022-09,2022,kebutuhan_pokok,1,3,0,6.547488176675183,1
2022-09-02,College already dream a church.,Investment,2920.0,Income,income,2022-09,2022,tabungan,2,4,0,7.979681302387741,0
2022-09-03,Good house only military.,Rent,240.98,Expense,expense,2022-09,2022,kebutuhan_pokok,3,5,1,5.488855078113332,1
2022-09-03,Near risk.,Utilities,703.17,Expense,expense,2022-09,2022,kebutuhan_pokok,3,5,1,6.557019804279825,1
2022-09-03,Give white everybody paper create.,Entertainment,1047.02,Expense,expense,2022-09,2022,kebutuhan_sekunder,3,5,1,6.954657948668356,1
2022-09-04,Above company media next me.,Rent,881.95,Expense,expense,2022-09,2022,kebutuhan_pokok,4,6,1,6.783268573859133,1
2022-09-04,Sort what.,Health & Fitness,143.68,Expense,expense,2022-09,2022,lainnya,4,6,1,4.974524407083897,1
2022-09-05,Economic kind help low during.,Investment,685.0,Income,income,2022-09,2022,tabungan,5,0,0,6.530877627725885,0
2022-09-06,Race to television loss.,Rent,1357.51,Expense,expense,2022-09,2022,kebutuhan_pokok,6,1,0,7.214143789899302,1
2022-09-07,Him small.,Investment,4727.0,Income,income,2022-09,2022,tabungan,7,2,0,8.461257559085935,0
2022-09-08,Son include good.,Investment,3211.0,Income,income,2022-09,2022,tabungan,8,3,0,8.074649075066652,0
2022-09-10,Red enjoy.,Salary,471.39,Expense,expense,2022-09,2022,income,10,5,1,6.157804915597882,1
2022-09-11,Human see.,Utilities,380.91,Expense,expense,2022-09,2022,kebutuhan_pokok,11,6,1,5.945184978753801,1
2022-09-11,Never condition.,Shopping,68.09,Expense,expense,2022-09,2022,kebutuhan_sekunder,11,6,1,4.2354100025007035,1
2022-09-12,Despite off consumer second.,Entertainment,904.65,Expense,expense,2022-09,2022,kebutuhan_sekunder,12,0,0,6.808652917938925,1
2022-09-14,Say dog drug enter.,Food & Drink,1412.42,Expense,expense,2022-09,2022,kebutuhan_pokok,14,2,0,7.25376757843257,1
2022-09-15,Strong student green.,Rent,1158.92,Expense,expense,2022-09,2022,kebutuhan_pokok,15,3,0,7.0561063162049384,1
2022-09-15,Turn put professional.,Utilities,737.93,Expense,expense,2022-09,2022,kebutuhan_pokok,15,3,0,6.605203193863628,1
2022-09-17,When summer he firm together.,Investment,2649.0,Income,income,2022-09,2022,tabungan,17,5,1,7.882314918980268,0
2022-09-18,Make worker trouble.,Salary,1060.15,Expense,expense,2022-09,2022,income,18,6,1,6.96710850468165,1
2022-09-19,Develop office approach son.,Shopping,1226.5,Expense,expense,2022-09,2022,kebutuhan_sekunder,19,0,0,7.1127348596686755,1
2022-09-19,Allow girl team simply lead.,Health & Fitness,710.45,Expense,expense,2022-09,2022,lainnya,19,0,0,6.5673051409917,1
2022-09-21,Least ready activity decision ok.,Utilities,1629.34,Expense,expense,2022-09,2022,kebutuhan_pokok,21,2,0,7.3965438610062115,1
2022-09-23,Party employee nature down.,Travel,1838.18,Expense,expense,2022-09,2022,kebutuhan_sekunder,23,4,0,7.517075099096675,1
2022-09-26,Gas contain interest industry sell.,Utilities,633.24,Expense,expense,2022-09,2022,kebutuhan_pokok,26,0,0,6.452427431701569,1
2022-09-26,Evidence conference capital office.,Rent,374.26,Expense,expense,2022-09,2022,kebutuhan_pokok,26,0,0,5.927619119059228,1
2022-09-28,Result sound.,Shopping,842.3,Expense,expense,2022-09,2022,kebutuhan_sekunder,28,2,0,6.737322766580596,1
2022-09-29,Task cultural son school.,Other,3965.0,Income,income,2022-09,2022,lainnya,29,3,0,8.285513309079741,0
2022-09-29,Computer matter.,Investment,1866.0,Income,income,2022-09,2022,tabungan,29,3,0,7.532088143541722,0
2022-09-30,Result size feel no nothing.,Utilities,382.33,Expense,expense,2022-09,2022,kebutuhan_pokok,30,4,0,5.948896236999205,1
2022-10-01,Real art.,Food & Drink,1732.39,Expense,expense,2022-10,2022,kebutuhan_pokok,1,5,1,7.4578343076747196,1
2022-10-02,Stuff benefit seat employee.,Salary,281.7,Expense,expense,2022-10,2022,income,2,6,1,5.644386264699545,1
2022-10-03,Newspaper special general in go.,Salary,824.18,Expense,expense,2022-10,2022,income,3,0,0,6.715601544354671,1
2022-10-04,Office power company sister great.,Salary,982.51,Expense,expense,2022-10,2022,income,4,1,0,6.891127805545597,1
2022-10-04,Simple land bad party.,Investment,2306.0,Income,income,2022-10,2022,tabungan,4,1,0,7.7437032581737535,0
2022-10-05,What than political up instead.,Travel,457.44,Expense,expense,2022-10,2022,kebutuhan_sekunder,5,2,0,6.1278294216284985,1
2022-10-08,Support author class direction.,Salary,1135.64,Expense,expense,2022-10,2022,income,8,5,1,7.035831820923696,1
2022-10-10,Report painting house.,Salary,1103.96,Expense,expense,2022-10,2022,income,10,0,0,7.007564414201627,1
2022-10-12,Security minute late cold.,Investment,2694.0,Income,income,2022-10,2022,tabungan,12,2,0,7.899153483343097,0
2022-10-12,Road product wait.,Health & Fitness,1088.67,Expense,expense,2022-10,2022,lainnya,12,2,0,6.993630177090884,1
2022-10-13,Cold billion as.,Salary,1097.24,Expense,expense,2022-10,2022,income,13,3,0,7.001464177419488,1
2022-10-19,Approach side model you billion.,Rent,1474.62,Expense,expense,2022-10,2022,kebutuhan_pokok,19,2,0,7.296833519439288,1
2022-10-19,Pressure those.,Entertainment,602.44,Expense,expense,2022-10,2022,kebutuhan_sekunder,19,2,0,6.402646615545375,1
2022-10-20,Easy exist phone.,Salary,533.0,Expense,expense,2022-10,2022,income,20,3,0,6.280395838960195,1
2022-10-21,Stuff agreement professional team foot.,Rent,883.75,Expense,expense,2022-10,2022,kebutuhan_pokok,21,4,0,6.785305119225573,1
2022-10-22,Window music evening know.,Entertainment,427.66,Expense,expense,2022-10,2022,kebutuhan_sekunder,22,5,1,6.060664063908987,1
2022-10-23,Opportunity lead see.,Health & Fitness,1723.49,Expense,expense,2022-10,2022,lainnya,23,6,1,7.452686633577827,1
2022-10-25,Model police finally girl.,Shopping,340.3,Expense,expense,2022-10,2022,kebutuhan_sekunder,25,1,0,5.832761855912661,1
2022-10-28,Source kind hand.,Investment,2195.0,Income,income,2022-10,2022,tabungan,28,4,0,7.694392802629421,0
2022-10-30,Field a spring.,Health & Fitness,1069.24,Expense,expense,2022-10,2022,lainnya,30,6,1,6.9756382013700975,1
2022-10-31,Expert movement reach man.,Utilities,654.07,Expense,expense,2022-10,2022,kebutuhan_pokok,31,0,0,6.484742100154044,1
2022-11-03,Across involve fall.,Travel,1149.74,Expense,expense,2022-11,2022,kebutuhan_sekunder,3,3,0,7.0481604926748,1
2022-11-04,Nature country.,Rent,279.82,Expense,expense,2022-11,2022,kebutuhan_pokok,4,4,0,5.637713894686496,1
2022-11-05,House clear say hope.,Shopping,1838.35,Expense,expense,2022-11,2022,kebutuhan_sekunder,5,5,1,7.5171675273221465,1
2022-11-07,Enjoy instead dream.,Utilities,1405.84,Expense,expense,2022-11,2022,kebutuhan_pokok,7,0,0,7.249101333519464,1
2022-11-07,Possible mother especially.,Investment,3138.0,Income,income,2022-11,2022,tabungan,7,0,0,8.051659556841953,0
2022-11-09,Consumer face.,Shopping,984.02,Expense,expense,2022-11,2022,kebutuhan_sekunder,9,2,0,6.892661945534482,1
2022-11-10,Laugh red man fly charge.,Travel,1259.35,Expense,expense,2022-11,2022,kebutuhan_sekunder,10,3,0,7.139144739150198,1
2022-11-13,Control bill.,Rent,1270.92,Expense,expense,2022-11,2022,kebutuhan_pokok,13,6,1,7.148282848840454,1
2022-11-14,Resource road do.,Rent,811.67,Expense,expense,2022-11,2022,kebutuhan_pokok,14,0,0,6.700325123087419,1
2022-11-14,Management game.,Health & Fitness,914.84,Expense,expense,2022-11,2022,lainnya,14,0,0,6.819841676928031,1
2022-11-15,Your less social form.,Food & Drink,1739.13,Expense,expense,2022-11,2022,kebutuhan_pokok,15,1,0,7.461715102061403,1
2022-11-17,Entire hotel.,Rent,1464.55,Expense,expense,2022-11,2022,kebutuhan_pokok,17,3,0,7.289985877617387,1
2022-11-17,Consider time economic high.,Health & Fitness,1701.71,Expense,expense,2022-11,2022,lainnya,17,3,0,7.439976378434547,1
2022-11-18,Window research his.,Shopping,443.48,Expense,expense,2022-11,2022,kebutuhan_sekunder,18,4,0,6.096905059565979,1
2022-11-19,Scene almost leave.,Entertainment,994.48,Expense,expense,2022-11,2022,kebutuhan_sekunder,19,5,1,6.903225032895605,1
2022-11-21,Program decade home which view.,Travel,682.13,Expense,expense,2022-11,2022,kebutuhan_sekunder,21,0,0,6.526685178208683,1
2022-11-22,Rock seat near business loss.,Salary,1578.72,Expense,expense,2022-11,2022,income,22,1,0,7.365002895126672,1
2022-11-26,Growth appear project.,Food & Drink,101.43,Expense,expense,2022-11,2022,kebutuhan_pokok,26,5,1,4.629179638448443,1
2022-11-26,Plan foot cold.,Salary,42.4,Expense,expense,2022-11,2022,income,26,5,1,3.770459441106359,1
2022-11-28,Build smile across among situation.,Utilities,888.16,Expense,expense,2022-11,2022,kebutuhan_pokok,28,0,0,6.790277196822709,1
2022-11-28,Choice side eat matter rather.,Other,2157.0,Income,income,2022-11,2022,lainnya,28,0,0,7.67693714581808,0
2022-12-01,Art green child movie blue.,Utilities,1765.47,Expense,expense,2022-12,2022,kebutuhan_pokok,1,3,0,7.476738483920771,1
2022-12-03,First next popular.,Travel,195.75,Expense,expense,2022-12,2022,kebutuhan_sekunder,3,5,1,5.281933887297512,1
2022-12-04,Run again help right.,Rent,749.97,Expense,expense,2022-12,2022,kebutuhan_pokok,4,6,1,6.62136570422856,1
2022-12-05,Magazine join.,Utilities,113.06,Expense,expense,2022-12,2022,kebutuhan_pokok,5,0,0,4.736724625728392,1
2022-12-05,Recent couple cost girl run.,Entertainment,864.17,Expense,expense,2022-12,2022,kebutuhan_sekunder,5,0,0,6.7629260194139444,1
2022-12-07,Trial never attention choice fast.,Investment,508.0,Income,income,2022-12,2022,tabungan,7,2,0,6.2324480165505225,0
2022-12-12,Happen a point here control.,Rent,274.07,Expense,expense,2022-12,2022,kebutuhan_pokok,12,0,0,5.617025610729919,1
2022-12-13,Task simply draw return probably.,Salary,28.48,Expense,expense,2022-12,2022,income,13,1,0,3.383712067321136,1
2022-12-15,Couple raise she child.,Rent,1976.43,Expense,expense,2022-12,2022,kebutuhan_pokok,15,3,0,7.589553300785188,1
2022-12-16,Important focus benefit probably.,Utilities,960.62,Expense,expense,2022-12,2022,kebutuhan_pokok,16,4,0,6.868619362233539,1
2022-12-18,Condition all blood.,Rent,1464.22,Expense,expense,2022-12,2022,kebutuhan_pokok,18,6,1,7.2897606808251485,1
2022-12-22,All politics.,Other,3511.0,Income,income,2022-12,2022,lainnya,22,3,0,8.163940954755008,0
2022-12-28,Moment red eight hand.,Utilities,771.61,Expense,expense,2022-12,2022,kebutuhan_pokok,28,2,0,6.649774393456727,1
2022-12-30,Us decade.,Utilities,1286.74,Expense,expense,2022-12,2022,kebutuhan_pokok,30,4,0,7.160644022933113,1
2022-12-31,Life police.,Rent,1065.71,Expense,expense,2022-12,2022,kebutuhan_pokok,31,5,1,6.9723344242945355,1
2023-01-03,Sea three state some around.,Investment,4105.0,Income,income,2023-01,2023,tabungan,3,1,0,8.32020459757888,0
2023-01-04,American audience fight war whether.,Entertainment,1259.88,Expense,expense,2023-01,2023,kebutuhan_sekunder,4,2,0,7.139565168867286,1
2023-01-04,Rise mother.,Other,4124.0,Income,income,2023-01,2023,lainnya,4,2,0,8.324821298768782,0
2023-01-06,Moment eat personal.,Rent,1794.22,Expense,expense,2023-01,2023,kebutuhan_pokok,6,4,0,7.4928828560862835,1
2023-01-09,See indeed black police group.,Investment,3645.0,Income,income,2023-01,2023,tabungan,9,0,0,8.201385955238608,0
2023-01-10,Third coach congress husband.,Shopping,635.86,Expense,expense,2023-01,2023,kebutuhan_sekunder,10,1,0,6.456549851197171,1
2023-01-11,Move outside value.,Other,1190.0,Income,income,2023-01,2023,lainnya,11,2,0,7.0825485693553,0
2023-01-13,Yard foot he share issue.,Travel,1560.15,Expense,expense,2023-01,2023,kebutuhan_sekunder,13,4,0,7.3531780081474265,1
2023-01-15,Drive nation heart nearly season.,Travel,418.84,Expense,expense,2023-01,2023,kebutuhan_sekunder,15,6,1,6.039873686315669,1
2023-01-16,Language however risk work.,Entertainment,1498.21,Expense,expense,2023-01,2023,kebutuhan_sekunder,16,0,0,7.312693581686031,1
2023-01-17,Career three according worker democrat.,Food & Drink,1569.77,Expense,expense,2023-01,2023,kebutuhan_pokok,17,1,0,7.359321223972964,1
2023-01-18,Sign wall.,Entertainment,994.83,Expense,expense,2023-01,2023,kebutuhan_sekunder,18,2,0,6.903576560285719,1
2023-01-19,Memory number occur behind leave.,Other,1081.0,Income,income,2023-01,2023,lainnya,19,3,0,6.9865664594064265,0
2023-01-19,Enter threat economic.,Food & Drink,1973.9,Expense,expense,2023-01,2023,kebutuhan_pokok,19,3,0,7.588273043141941,1
2023-01-19,Begin hundred truth.,Utilities,779.81,Expense,expense,2023-01,2023,kebutuhan_pokok,19,3,0,6.660331842393918,1
2023-01-19,Society common stay ready.,Shopping,737.17,Expense,expense,2023-01,2023,kebutuhan_sekunder,19,3,0,6.604174150376977,1
2023-01-19,Organization feel.,Salary,1909.36,Expense,expense,2023-01,2023,income,19,3,0,7.555046984955629,1
2023-01-20,Bad argue side girl.,Food & Drink,1178.85,Expense,expense,2023-01,2023,kebutuhan_pokok,20,4,0,7.073142590735383,1
2023-01-21,Us building side section.,Investment,826.0,Income,income,2023-01,2023,tabungan,21,5,1,6.717804695023691,0
2023-01-21,Him fight american music change.,Shopping,1018.16,Expense,expense,2023-01,2023,kebutuhan_sekunder,21,5,1,6.9267340375799185,1
2023-01-22,Check purpose young.,Shopping,852.91,Expense,expense,2023-01,2023,kebutuhan_sekunder,22,6,1,6.74982580181817,1
2023-01-23,Offer bed it skill challenge.,Utilities,562.16,Expense,expense,2023-01,2023,kebutuhan_pokok,23,0,0,6.333563779594327,1
2023-01-23,Live seat.,Entertainment,1948.88,Expense,expense,2023-01,2023,kebutuhan_sekunder,23,0,0,7.575523111202685,1
2023-01-23,Energy huge its recently.,Other,3700.0,Income,income,2023-01,2023,lainnya,23,0,0,8.216358332386156,0
2023-01-24,Nice maintain present cultural.,Rent,627.24,Expense,expense,2023-01,2023,kebutuhan_pokok,24,1,0,6.442922259066619,1
2023-01-24,Drug entire involve.,Entertainment,125.23,Expense,expense,2023-01,2023,kebutuhan_sekunder,24,1,0,4.838105639764771,1
2023-01-24,Both including.,Other,1450.0,Income,income,2023-01,2023,lainnya,24,1,0,7.280008252884188,0
2023-01-24,Couple general pretty show.,Food & Drink,625.49,Expense,expense,2023-01,2023,kebutuhan_pokok,24,1,0,6.4401328125167945,1
2023-01-24,Pattern wrong kind certainly.,Utilities,247.69,Expense,expense,2023-01,2023,kebutuhan_pokok,24,1,0,5.516207140913698,1
2023-01-24,Current health serious.,Food & Drink,336.03,Expense,expense,2023-01,2023,kebutuhan_pokok,24,1,0,5.820171947161761,1
2023-01-25,Science drug.,Travel,342.26,Expense,expense,2023-01,2023,kebutuhan_sekunder,25,2,0,5.838488177508492,1
2023-01-26,Add really born.,Other,1467.0,Income,income,2023-01,2023,lainnya,26,3,0,7.291656209174461,0
2023-01-27,Age decade mrs data.,Food & Drink,676.67,Expense,expense,2023-01,2023,kebutuhan_pokok,27,4,0,6.518660443787294,1
2023-01-27,Nature performance yeah.,Rent,533.27,Expense,expense,2023-01,2023,kebutuhan_pokok,27,4,0,6.280901329156024,1
2023-01-28,On professional analysis color.,Rent,997.33,Expense,expense,2023-01,2023,kebutuhan_pokok,28,5,1,6.906083882977702,1
2023-01-29,Smile peace apply.,Food & Drink,1004.22,Expense,expense,2023-01,2023,kebutuhan_pokok,29,6,1,6.912961702009506,1
2023-01-29,Home even.,Health & Fitness,323.05,Expense,expense,2023-01,2023,lainnya,29,6,1,5.780897824873725,1
2023-01-30,Affect test.,Rent,464.52,Expense,expense,2023-01,2023,kebutuhan_pokok,30,0,0,6.143155060348414,1
2023-01-31,Woman meet report.,Food & Drink,1718.79,Expense,expense,2023-01,2023,kebutuhan_pokok,31,1,0,7.449957469330283,1
2023-01-31,Term mother cost may.,Investment,4364.0,Income,income,2023-01,2023,tabungan,31,1,0,8.381373468273702,0
2023-02-01,Unit again easy morning four.,Utilities,366.13,Expense,expense,2023-02,2023,kebutuhan_pokok,1,2,0,5.905716008765504,1
2023-02-02,Adult range green.,Food & Drink,1110.2,Expense,expense,2023-02,2023,kebutuhan_pokok,2,3,0,7.013195791440134,1
2023-02-03,You without every.,Shopping,456.79,Expense,expense,2023-02,2023,kebutuhan_sekunder,3,4,0,6.126410563680066,1
2023-02-06,Election hit yourself wrong want.,Health & Fitness,549.8,Expense,expense,2023-02,2023,lainnya,6,0,0,6.311371766854499,1
2023-02-07,Charge today prevent.,Other,1478.0,Income,income,2023-02,2023,lainnya,7,1,0,7.2991214627108,0
2023-02-07,Minute question their rather.,Food & Drink,366.9,Expense,expense,2023-02,2023,kebutuhan_pokok,7,1,0,5.907811162110729,1
2023-02-08,Of interview fine.,Food & Drink,1908.62,Expense,expense,2023-02,2023,kebutuhan_pokok,8,2,0,7.554659548367344,1
2023-02-08,My deal catch must.,Other,2812.0,Income,income,2023-02,2023,lainnya,8,2,0,7.9420068084898565,0
2023-02-09,Finally relate model.,Travel,661.33,Expense,expense,2023-02,2023,kebutuhan_sekunder,9,3,0,6.495763921158411,1
2023-02-12,Yet wish certain usually.,Food & Drink,744.15,Expense,expense,2023-02,2023,kebutuhan_pokok,12,6,1,6.613585540394801,1
2023-02-13,Attack mouth rest contain.,Travel,1481.76,Expense,expense,2023-02,2023,kebutuhan_sekunder,13,0,0,7.301660494921351,1
2023-02-15,She they.,Health & Fitness,1187.46,Expense,expense,2023-02,2023,lainnya,15,2,0,7.080413630365135,1
2023-02-16,Field seat start pm.,Entertainment,1467.6,Expense,expense,2023-02,2023,kebutuhan_sekunder,16,3,0,7.29206484501751,1
2023-02-18,Single blood continue.,Entertainment,309.63,Expense,expense,2023-02,2023,kebutuhan_sekunder,18,5,1,5.738602493300822,1
2023-02-20,Note discuss discussion reach grow.,Food & Drink,473.67,Expense,expense,2023-02,2023,kebutuhan_pokok,20,0,0,6.162619825751064,1
2023-02-20,Maybe painting republican.,Food & Drink,1902.47,Expense,expense,2023-02,2023,kebutuhan_pokok,20,0,0,7.551433815257063,1
2023-02-22,System man case.,Other,3019.0,Income,income,2023-02,2023,lainnya,22,2,0,8.013012110368916,0
2023-02-22,Allow share address.,Investment,3939.0,Income,income,2023-02,2023,tabungan,22,2,0,8.27893600229198,0
2023-02-24,Development provide dark daughter.,Food & Drink,1945.39,Expense,expense,2023-02,2023,kebutuhan_pokok,24,4,0,7.57373165376602,1
2023-02-26,Term majority foot leader.,Other,1262.0,Income,income,2023-02,2023,lainnya,26,6,1,7.141245122350491,0
2023-02-26,If among save herself.,Investment,4757.0,Income,income,2023-02,2023,tabungan,26,6,1,8.467582690862903,0
2023-02-26,Particularly score order modern.,Health & Fitness,922.33,Expense,expense,2023-02,2023,lainnya,26,6,1,6.827986700398455,1
2023-02-28,Body lead there there early.,Rent,1015.8,Expense,expense,2023-02,2023,kebutuhan_pokok,28,1,0,6.9244157198752445,1
2023-03-03,Worker always hold share.,Shopping,158.91,Expense,expense,2023-03,2023,kebutuhan_sekunder,3,4,0,5.074611156971351,1
2023-03-03,Fact huge fight.,Shopping,1328.26,Expense,expense,2023-03,2023,kebutuhan_sekunder,3,4,0,7.192377675395457,1
2023-03-05,Coach family try ready.,Other,2638.0,Income,income,2023-03,2023,lainnya,5,6,1,7.878155336503324,0
2023-03-05,Stop later reveal both.,Shopping,1404.44,Expense,expense,2023-03,2023,kebutuhan_sekunder,5,6,1,7.248105700001002,1
2023-03-05,Career including late condition opportunity.,Health & Fitness,910.99,Expense,expense,2023-03,2023,lainnya,5,6,1,6.815629025101936,1
2023-03-07,Bed food possible represent.,Entertainment,280.86,Expense,expense,2023-03,2023,kebutuhan_sekunder,7,1,0,5.641410493763365,1
2023-03-08,Before relationship plant.,Rent,319.27,Expense,expense,2023-03,2023,kebutuhan_pokok,8,2,0,5.76916439003684,1
2023-03-08,Religious risk window partner civil.,Other,3072.0,Income,income,2023-03,2023,lainnya,8,2,0,8.030409562130485,0
2023-03-08,Analysis color friend the.,Health & Fitness,1929.62,Expense,expense,2023-03,2023,lainnya,8,2,0,7.565596473834595,1
2023-03-08,Than condition republican.,Travel,932.06,Expense,expense,2023-03,2023,kebutuhan_sekunder,8,2,0,6.838469507461301,1
2023-03-10,Finally shoulder land.,Rent,323.65,Expense,expense,2023-03,2023,kebutuhan_pokok,10,4,0,5.782747678954496,1
2023-03-10,Together whether about.,Food & Drink,437.89,Expense,expense,2023-03,2023,kebutuhan_pokok,10,4,0,6.084248812201313,1
2023-03-12,Learn talk.,Utilities,191.51,Expense,expense,2023-03,2023,kebutuhan_pokok,12,6,1,5.260148100430533,1
2023-03-13,Part management.,Health & Fitness,798.53,Expense,expense,2023-03,2023,lainnya,13,0,0,6.68402405502218,1
2023-03-13,Process law kind over according.,Other,2631.0,Income,income,2023-03,2023,lainnya,13,0,0,7.875499292445208,0
2023-03-13,People newspaper stay.,Utilities,71.85,Expense,expense,2023-03,2023,kebutuhan_pokok,13,0,0,4.288402532641213,1
2023-03-15,Challenge president already.,Salary,1116.35,Expense,expense,2023-03,2023,income,15,2,0,7.018715089290395,1
2023-03-15,Study fear turn any indicate.,Rent,929.47,Expense,expense,2023-03,2023,kebutuhan_pokok,15,2,0,6.835689834831772,1
2023-03-16,Public particularly reality.,Utilities,251.69,Expense,expense,2023-03,2023,kebutuhan_pokok,16,3,0,5.532163440995382,1
2023-03-16,Concern lay often use behavior.,Investment,1570.0,Income,income,2023-03,2023,tabungan,16,3,0,7.359467638255621,0
2023-03-18,Happy her attack interview.,Other,3549.0,Income,income,2023-03,2023,lainnya,18,5,1,8.174702882469461,0
2023-03-18,Fall care.,Rent,1168.82,Expense,expense,2023-03,2023,kebutuhan_pokok,18,5,1,7.064605169802422,1
2023-03-21,Money modern receive partner.,Rent,53.38,Expense,expense,2023-03,2023,kebutuhan_pokok,21,1,0,3.995996439204325,1
2023-03-22,Role pick would low read.,Other,1555.0,Income,income,2023-03,2023,lainnya,22,2,0,7.349873704738337,0
2023-03-23,Participant first moment yet.,Other,1503.0,Income,income,2023-03,2023,lainnya,23,3,0,7.315883504509785,0
2023-03-23,Pass market role.,Other,914.0,Income,income,2023-03,2023,lainnya,23,3,0,6.818924065275521,0
2023-03-23,Space this discussion fact.,Other,3735.0,Income,income,2023-03,2023,lainnya,23,3,0,8.225770799348734,0
